code,favela_name,favela_address,upp,controlling_faction_2019,type,controlling_faction_2013,detail_controlling_faction_2013,controlling_faction_2009,controlling_faction_2008,controlling_faction_2007,controlling_faction_2006,controlling_faction_2005,social_progress_index
446,VILA PEDRA BONITA,ESTR DA CANOA - SÃO CONRADO - COMPLEXO VILA DAS CANOAS,2,ADA,,ADA,UNARMED,ADA,ADA,ADA,ADA,ADA,0.592
447,PARQUE BOM MENINO,AV MONSENHOR FELIX 418 - IRAJA - COMPLEXO PARQUE BOM MENINO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,CV,CV,CV,0.548
448,PARQUE JARDIM METRO DE IRAJA,AV AUTOMÓVEL CLUBE  7191 - IRAJA - COMPLEXO PARQUE BOM MENINO,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.575
449,MAGNO MARTINS,RUA MAGNO MARTINS 200 -FREGUESIA - COMPLEXO BELA VISTA DA PICHUNA,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.562
450,ESTRADA DA SAUDADE,ESTR GARG MIGUEL FILHO - BANGU - COMPLEXO ALTO KENNEDY,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.555
451,VILA JOANIZA,ESTR DAS CANÁRIAS - GALEÃO - COMPLEXO VILA JOANIZA,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.549
452,"RUA BUDAPESTE, 66",RUA BUDAPESTE 66 - FREGUESIS - COMPLEXO RUA BUDAPESTE,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.58
453,MAESTRO ARTURO TOSCANINI,AV PARANAPUAN - TAUÁ - COMPL CONJ RES SERV MUNICIPAIS,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.56
454,LUIZ MARCELINO,RUA ALMIRANTE ALEXANDRINO 2090 - SANTA TERESA - COMPLEXO UNIDOS DE SANTA TERESA,1,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.562
455,CAETE,ESTR DO PONTAL 3311 - RECREIO DOS BANDEIRANTES,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.37
456,VILA HARMONIA,AV DAS AMÉRICAS - RECREIO DOS BANDEIRANTES,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.446
457,VILA AMIZADE,SAV GILKA MACHADO - RECREIO DOS BANDEIRANTES - COMPLEXO CANAL DAS TACHAS,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.434
458,SANTA LUZIA,ESTR DOS BANDEIRANTES - VARGEM PEQUENA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.384
459,A.M. E AMIGOS DO FONTELA,AVN BENVINDO DE NOVAES - RECREIO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.476
460,VILA AUTODROMO,AV EMBAIXADOR ABELARDO BUENO - BARRA DATIJUCA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.438
462,CAMBALACHO,AV ENGENHEIRO SOUZA FILHO - ITANHANGÁ - COMPLEXO MUZEMA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.52
464,ASA BRANCA,AVENIDA ARENAPOLIS - JACAREPAGUÁ - COMPLEXO ASA BRANCA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.55
465,ABADIANAS,RUA ABADIANA - JACAREPAGUÁ - COMPLEXO ASA BRANCA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.468
466,SANTA MAURA,ESTR SANTA MAURA - JACAREPAGUÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.565
467,VIRGOLANDIA,ESTR DOS BANDEIRANTES 6353 - JACAREPAGUÁ - COMPLEXO VILA PITIMBU,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.489
468,VILA CALMETE,ESTR CALMETE - CURICICA - COMPLEXO VILA UNIÃO DA CURICICA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.43
469,VILA UNIAO DA CURICICA,ESTR DA CURICICA - CURICICA - COMPLEXO VILA UNIÃO DA CURICICA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.464
470,SANTA ANASTACIA,RUA ARENCA - TAQUARA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.461
471,SANTA EFIGENIA,ESTR SANTA EFIGENIA - CDD - COMPLEXO SANTA EFIGENIA,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.559
472,ANDRE ROCHA,RUA ANDRE ROCHA TAQUARA - COMPLEXO ANDRE ROCHA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.559
473,VILAR SAO SEBASTIAO,jacarepagua,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,
474,ALTO BELA VISTA,ETR MAPUA - TAQUARA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.569
475,VILA CLARIM,RUA GAZETA DA TARDE - TAQUARA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.587
476,A.M. E COMUNIDADE N. S. DE FATIMA,ETR RIO GRANDE - 448 - TAQUARA -COMPLEXO SHANGRILÁ,2,MILICIA,light,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.539
477,SANTA MARIA,ESTR RIO PEQUENO - JACAREPAGUA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.515
478,JARDIM BOIUNA,RUA DOS BIÓLOGOS 70 - TAQUARA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.557
479,MORRO BELA VISTA,ESTR CAMPO DA AREIA - TANQUE - COMPLEXO MORRO BELA VISTA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.511
480,INACIO DIAS,ESTR CAMPO DA AREIA - FREGUESIA - COMPLEXO MORRO BELA VISTA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.342
481,MORRO DO JUCA,RUA FERRAZ 2 - CASCADURA - COMPLEXO MORRO DO JUCA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.569
482,CONDOMINIO PACO DO LUMIAR,RUA PACO DO LUMIAR - PECINCHA - COMPLEXO PACO DO LUMIAR,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.579
483,JARDIM DO CARMO,RUA CANDIDO DAS NEVES - VILA KOSMOS,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.57
484,VILA PEQUIRI,RUA PEQUERI 227 - BRÁS DE PINA - COMPLEXO DA GUAIRA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,CV,CV,CV,0.546
485,PARQUE ALVORADA,RUA ANTONIO AUSTREGÉSILO - ALEMÃO - COMPLEXO DO ALEMÃO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.538
486,VILA VITORIA (RA-CAMPO GRANDE),RUA VITORIA - CAMPO GRANDE - COMPLEXO VILA VITORIA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.482
487,PARQUE RIO DOURO,AV AUTOMÓVEL CLUBE - IRAJÁ,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.556
488,PARQUE CONQUISTA,RUA CARLOS SEIDL 950 - CAJU - ,1,ADA,,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.54
489,VILA MATINORE,RUA CONSELHEIRO MAYRINK - JACAREZINHO - COMPLEXO DO JACAREZINHO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.542
490,VILA JANDIRA,RUA AIRES DE CASAL - JACAREZINHO - COMPLEXO DO JACAREZINHO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.517
491,CARLOS DRUMOND DE ANDRADE,RUA TOMÁZ GONZAGA 33 - JACAREZINHO - COMPLEXO DO JACAREZINHO,1,CV,DT,CV,ARMED,CV,CV,CV,CV,CV,0.475
492,MORRO DO ANDARAI,RUA SANTO AGOSTINHO - ANDARAI - COMPLEXO DO ANDARAI,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.548
493,PARQUE CHP,ESTR PORTO VELHO - CORDOVIL,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.516
494,RUA MIRATAIA,RUA MIRATAIA - TAQUARA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,
495,PORTUGAL PEQUENO,RUA MIRATAIA - TAQUARA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,NEUTRAL,NEUTRAL,NEUTRAL,
498,VILA VITORIA (RA-SAO CRISTOVAO),RUA CAPITÃO ABDALLA CHAMMA - BENFICA,,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.573
501,ROBERTO MORENA,AV CESARIO DE MELO - PACIENCIA - COMPLEXO TRES PONTES,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,0.514
502,VILA CAPELINHA,AV MARECHAL FONTENELE - MAGALHÃES BASTOS,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.549
503,BEIRA RIO (RA-REALENGO),RUA RANULPHO BOCAYUVA CUNHA - REALENGO,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.438
504,MINHA DEUSA,RUA CORONEL TAMARINDO - BANGU,2,ADA,N,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.376
505,VILA PIQUIROBI,COMPLEXO ALTO KENNEDY,2,CV,,CV,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.554
507,BAIRRO SANTO ANDRE,RUA MARMIARI - SENADOR CAMARÁ - COMPLEXO TIBAGI,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,0.538
509,SAO BENTO,RUA JACAIOU - BANGU - COMPLEXO PORTA DO CEU,2,ADA,,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.491
510,RUA DO ENCANAMENTO,RUA CAROLINA DE ASSIS - MARECHAL HERMES - COMPLEXO VILA EUGENIA,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,0.536
511,PARQUE RAFAEL DE OLIVEIRA,AV RAFAEL DE OLIVEIRA - GUADALUPE - COMPLEXO VILA EUGENIA,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,0.491
513,RAFAEL DE OLIVEIRA,AV RAFAEL DE OLIVEIRA - GUADALUPE - COMPLEXO VILA EUGENIA,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,0.415
514,RUA CONEGO BOUCHER PINTO,RUA CONEGO BOUCHER PINTO 75 - HONÓRIO GURGEL - COMPLEXO BARREIRA DO JUCA,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.551
515,VILA JARDIM NOVO REALENGO,AV FREDERICO FAULHABER - REALENGO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,NEUTRAL,NEUTRAL,NEUTRAL,
516,VILA DO ALMIRANTE,RUA DA LIGHT - REALENGO,2,MILICIA,,MILICIA,ARMED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,0.5
517,PARQUE ESPERANCA (RA-CAMPO GRANDE),AV CESÁRIO DE MELO 1705 - CAMPO GRANDE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.538
518,VILA ESPERANCA DE GUADALUPE,RUA LEOCADIO FIGUEIREDO - GUADALUPE - COMPLEXO VILA EUGENIA,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.54
519,VILA MORETI,ESTR ÁGUA BRANCA - BANGU - VILA MORETI,2,TCP,,TCP,ARMED,ADA,ADA,ADA,ADA,ADA,0.543
521,VILA NOVA (RA-REALENGO),AV BRASIL - REALENGO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.529
523,BAIRRO CARUMBE,RUA CARUMBÉ 140 - REALENGO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.566
524,MARANATA,RUA BASILIO DE MAGALHÃES - GUADALUPE - COMPLEXO VILA EUGENIA,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,0.373
525,RUA DO CANAL,RUA SOLDADO JOSE LOPES FILHO - MARECHAL HERMES - COMPLEXO VILA EUGENIA,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.537
527,LUIZA REGADAS,RUA LUIZA REGADAS 291 - BANCÁRIOS - COMPLEXO CONJ RES SER MUNICIPAIS,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.545
528,CAMINHO DA RETA,RUA SOLD JOSÉ LOPES FILHO - MARECHAL HERMES,2,CV,N,CV,ARMED,CV,CV,CV,CV,CV,0.509
529,FAZENDA SAPOPEMBA,AV BRASIL - DEODORO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.514
530,RUA SERGIO SILVA,RUA SERGIO SILVA - ENGENHO DA RAINHA - COMPLEXO NOVA MARACÁ,1,COMPLEXO DO ALEMAO OCCUPATION,,COMPLEXO DO ALEMAO OCCUPATION,DISARTICULATED CV,CV,CV,CV,CV,CV,
531,VILA BERETI,RUA MINISTRO PEDRO FRANKLIN - ANCHIETA - COMPLEXO ASSOC COM VILA ALVORADA,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.428
532,VILA TRIAGEM,RUA LICINIO CARDOSO - SÃO FRANCISCO XAVIER,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.521
533,TRAVESSA MARQUES DE OLIVEIRA,RUA MARQUES DE OLIVEIRA - RAMOS - COMPLEXO PARQUE ITAMBÉ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.564
534,RODO,RUA INFANTE SAGRES 284 - RIO COMPRIDO - COMPLEXO TURANO,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.542
535,MORRO DO BACALHAU,RUA FERRAZ 576 - CASCADURA - COMPLEXO MORRO DO JUCA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.574
536,ASSIS MARTINS,RUA NABUCO DE ARAUJO - MAL HERMES - COMPLEXO RUA EMBIRI,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,CV,CV,CV,0.568
537,MORRO DA COTIA,"AV MENEZES CORTES KM 2,5 - LINS - COMPLEXO DO LINS",2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.464
538,FAZENDA DA BICA,RUA SÃO PEDRO - CASCADURA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.499
540,ALAMEDA DA CRECHE,RUA MAL FALCAO DA FROTA 750 - REALENGO - COMPL VILA VINTÉM,2,ADA,DT,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,
541,BAIRRO NOVA AGUIAR,ESTR CARVALHO RAMOS - CAMPO GRANDE,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.45
542,"ESTRADA SARGENTO MIGUEL FILHO, 164",ESTRADA SARGENTO MIGUEL FILHO - BANGU,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,
543,RUA SANTO AMOS,RUA SANTO AMOS - SENADOR CAMARÁ - COMPLEXO TIBAGI,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.537
544,ESTRADA DO QUITITE,ESTR DO QUITITE - JACAREPAGUA - COMPLEXO ARATICUM,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.542
545,VILA MATINHA,RUA ANTONIO AUSTREGÉSILO - ALEMÃO - COMPLEXO DO ALEMÃO,1,COMPLEXO DO ALEMAO OCCUPATION,,COMPLEXO DO ALEMAO OCCUPATION,DISARTICULATED CV,CV,CV,CV,CV,CV,0.553
546,PALMARES,RUA ELISIO DE ARAUJO - VARGEM PEQUENA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.564
547,BOM JARDIM DE CORDOVIL,RUA BOM JARDIM 123 -  CORDOVIL,2,CV,DT,CV,ARMED,CV,CV,CV,CV,CV,0.541
548,"RUA 8W, 500",ESTR DO PONTAL 500 - RECREIO DOS BANDEIRANTES ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.365
549,AVENIDA DAS LAGOAS,AVN DAS LAGOAS - GARDENIA AZUL - COMPLEXO CANAL DO ANIL,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.533
550,"ESTRADA DO ENGENHO DAGUA, 260 FUNDOS",ESTR DO ENGENHO D'AGUA 260 - ANIL,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,
551,PEDACINHO DO CEU,RUA OLIVEIRA MELO - CORDOVIL - COMPLEXO DOURADOS,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.564
552,VILA DAS ROSAS,RUA ROSA DE ALMEIDA - PADRE MIGUEL,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,
553,BECO DO BRIZOLA,ESTRADA DA URUCÂNIA - PACIÊNCIA - COMPLEXO SAQUAÇU,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.395
554,BARREIRA,RUA CEL TEIXEIRA DOS SANTOS - SANTA CRUZ,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,CV,CV,CV,0.542
555,BAIRRO BARRO VERMELHO,ESTRADA DA PACIENCIA - COMPLEXO DO SAQUAÇU,2,MILICIA,,MILICIA,UNARMED,CV,CV,CV,CV,CV,0.526
556,PARQUE CHICO MENDES,AV GILKA MACHADO - RECREIO DOS BANDEIRANTES,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.523
557,COMUNIDADE AGRICOLA DE HIGIENOPOLIS,AV NOVO RIO 10 - BONSUCESSO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.513
558,COMUNIDADE DOS MARIANOS,RUA MARTINS JUNIOR - PIEDADE - COMPLEXO ENG ALFREDO GONÇALVES,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.531
560,ESTRADA DO SERTAO,ESTR DO SERTÃO - JACARE´PAGUÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.327
561,TRAVESSA MARIA JOSE,RUA ALICE COSTA - ANCHIETA - COMPLEXO BEIRA RIO - RUA ARNALDO MURINELLI,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,
562,ENGENHEIRO ALFREDO GONCALVES,RUA ENGENHEIRO ALFREDO GONÇALVES - MEIER - COMPLEXO ALFREDO GONÇALVES,2,CV,,CV,UNARMED,MILICIA,MILICIA,ADA,ADA,ADA,0.514
563,QUINTANILHA,RUA QUINTANILHA - FREGUESIA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.47
564,RUA SAO JORGE,RUA SAO JORGE - FREGUESIA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,
577,PARQUE DA PEDRA BRANCA,ESTR PAU DA FOME 4030 - JACAREPAGUÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.372
578,PANTANAL (RA-RIO COMPRIDO),RUA AURELIANO PORTUGAL 411 - RIO COMPRIDO - COMPLEXO TURANO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.478
579,A.M.E AMIGOS DO VALE,RUA ELISEU VISCONTI - COMPL UNIDOS DE SANTA TEREZA,1,CV,,CV, DESARMADO,CV,CV,CV,CV,CV,0.545
580,RUA ARMANDO SODRE,RUA ARMANDO SODRÉ - ALEMÃO - COMPLEXO DO ALEMÃO,1,COMPLEXO DO ALEMAO OCCUPATION,,COMPLEXO DO ALEMAO OCCUPATION,DISARTICULATED CV,CV,CV,CV,CV,CV,
581,A.M. DA ILHA DE GUARATIBA,ESTRADA DA ILHA COMPL. CAMINHO DO ABREU- GUARATIBA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.47
582,A.M. DA MATRIZ,ETR MATRIZ -GUARATIBA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.488
583,COMUNIDADE DE SAO MIGUEL ARCANJO,AV MINISTRO EDGARD ROMERO 757 - MADUREIRA - COMPLEXO FAZ-QUEM-QUER,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.521
584,A.M. PRO-MELHORAMENTO OLAVA GAMA E ADJACENCIAS,LARGO DO COREEIA - GUARATIBA - COMPL. LARGO DO CORREA 1,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,ADA,ADA,ADA,0.484
585,A.M. MORADA DO MAGARCA,ETR MAGARCA 921 - GUARATIBA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.541
586,CONDOMINIO VILA DARCY VARGAS,ESTR DOS TEIXEIRA 405 - JACAREPAGUÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,
587,A.M. E AMIGOS DE RIO DAS PEDRAS,ESTRADA VELHA DE JACAREPAGUA - COMPL RIO DAS PEDRAS,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.573
589,MORRO DA REUNIAO,RUA NUPORANGA - TANQUE - COMPLEXO FAZENDA MATO ALTO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.504
590,A.M. DO VALE DO CURICICA,RUA CALMON - CURICICA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.573
591,PARQUE DOIS IRMAOS,RUA ANDRÉ ROCHA 4848 - JACAREPAGUÁ - COMPLEXO COLONIA JULIANO MOREIRA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.543
592,ENTRE RIOS,AV ALDO BOTELHO - JACAREPAGUÁ - COMPLEXO COLONIA JULIANO MOREIRA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.506
594,MORRO DA BOA ESPERANCA,RUA MARICÁ - PÇA SECA - COMPLEXO VILA CAMPINHO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.509
595,LADEIRA DA REUNIAO,RUA MISSISSIPI 35 - TANQUE - COMPLEXO FAZENDA MATO ALTO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,0.513
596,TRAVESSA EFRAIM,RUA EFRAIM - CDD - COMPLEXO VIA O,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.529
597,VILA NOVA ESPERANCA,AV TENENTE CORONEL MUNIZ DE ARAGÃO - GARDENIA AZUL,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.552
598,PARQUE DAS PALMEIRAS,ESTR DA LIGAÇÃO 404 - JACAREPAGUÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.455
600,COMUNIDADE SOBRAL,RUA NEWTON 88 - VILA MILITAR - COMPLEXO VILA BRASIL,2,TCP,,TCP,ARMED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,0.582
601,PARQUE NOSSA SENHORA DE FATIMA,RUA AGLAIA - BANGU,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.429
602,VERDE E VIDA,AV CARLOS SAMPAIO CORREIA 235 - SENADOR CAMARÁ - COMPLEXO FALANGE,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.528
603,JARDIM CLARICE,RUA FURTÃO - SENADOR CAMARÁ - COMPLEXO FAZENDA COQUEIRO,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.446
604,CONJUNTO MINAS DE PRATA,ESTR DA CAROBA - CAMPO GRANDE,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.551
605,PARQUE RESPLENDOR,RUA PAÇUARÉ - COSMOS,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.52
607,JARDIM NOSSA SENHORA DAS GRACAS II,ESTR GUANDU DO SENA - CAMPO GRANDE - COMPLEXO JARDIM NOSSA SENHORA DAS GRAÇAS,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,
611,BECO DO COQUEIRAL,ESTR BOA ESPERANÇA - SANTA CRUZ - COMPLEXO SAQUAÇU,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,CV,CV,CV,0.544
612,GASPAR DE LEMOS,ESTR DA ILHA - GUARATIBA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.316
613,COMUNIDADE JARDIM PAULISTA,rua cambiasca - paciencia - complexo TRES PONTES,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,0.553
614,CENTRO SOCIAL UNIAO DE COSTA BARROS,ESTRADA DE BOTAFOGO 1009 - COSTA BARROS - COMPLEXO DA PEDREIRA,2,ADA,DT,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.519
615,A.M.DO MORRO DO VIGARIO,PRA MANUEL LUIZ 79 - PAQUETÁ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.589
616,ILHA DA GIGOIA (RA-BARRA DA TIJUCA),ILHA DA GIGOIA - BARRA DA TIJUCA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,
617,MORRO DO GARI,PRAIA DOS TAMOIOS 1185 - PAQUETÁ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.543
618,PARQUE CRIANCA ESPERANCA,RUA FERNANDO LOBO 581 - GUADALUPE - COMPLEXO PQ CRIANÇA ESPERANÇA,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.48
619,PLANALTO,RUA TOMAS EDISON - ANCHIETA,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.566
