code,favela_name,favela_address,upp,controlling_faction_2019,type,controlling_faction_2013,detail_controlling_faction_2013,controlling_faction_2009,controlling_faction_2008,controlling_faction_2007,controlling_faction_2006,controlling_faction_2005,social_progress_index
154,RELICARIO,ESTR VELHA PAVUNA - INHAUMA - COMPLEXO DO ALEMÃO,1,COMPLEXO DO ALEMAO OCCUPATION,,COMPLEXO DO ALEMAO OCCUPATION,DISARTICULATED CV,CV,CV,CV,CV,CV,
155,RUA ITABIRITO,RUA ITABIRITO - PILARES - COMPLEXO MORRO DO URUBU,2,ADA,DT,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,
156,"RUA MATINORE, 163 (FUNDOS)","RUA MATINORE, 163 (FUNDOS) - JACAREZINHO - COMPLEXO DO JACAREZINHO",1,CV,,CV,ARMED,CV,CV,CV,CV,CV,
157,RUA PEREIRA PINTO,RUA PEREIRA PINTO - TOMAS COELHO,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.429
158,SEU PEDRO,AV SUBURBANA - DEL CASTILHO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.351
159,TAUTA,RUA TAMBORIU - JACAREZINHO - COMPLEXO DO JACAREZINHO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.438
160,TEIXEIRA BASTOS,RUA ARQUIAS CORDEIRO - ENGENHO DE DENTRO,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,
161,VILA CARAMURU,RUA MOACYR DE ALMEIDA - TOMAS COELHO - COMPLEXO MORRO DO URUBU,2,ADA,DT,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.528
162,VILA UNIAO (RA-SAO CRISTOVAO),AV SUBURBANA 1442 - BENFICA - COMPLEXO MANGUINHOS,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.465
163,BAIRRO OURO PRETO,RUA MARANHÃO - LINS DE VASCONCELOS - COMPLEXO BAIRRO OURO PRETO,2,CV,DT,CV,ARMED,CV,CV,CV,CV,CV,0.423
164,BARRO PRETO,AVN MENEZES CORTES - ENGENHO NOVO - COMPLEXO DO LINS,2,CV,DT,CV,ARMED,CV,CV,CV,CV,CV,0.498
165,BARRO VERMELHO,AVN MENEZES CORTES - ENGENHO NOVO - COMPLEXO DO LINS,2,CV,DT,CV,ARMED,CV,CV,CV,CV,CV,0.547
166,BECO DO VITORINO,RUA CLARIMUNDO DE MELO - ENCANTADO - MORRO DO PAU FERRO,2,CV,N,CV,ARMED,CV,CV,CV,CV,CV,
168,CACHOEIRINHA,AV MENEZES CORTES - LINS - COMPLEXO DO LINS,2,CV,DT,CV,ARMED,CV,CV,CV,CV,CV,0.307
169,"CARDOSO DE MESQUITA, 28",RUA CLARIMUNDO DE MELO - ÁGUA SANTA,2,CV,N,CV,UNARMED,CV,CV,CV,CV,CV,
170,MORRO DOS MINEIROS,RUA MANUEL CORREIA - PIEDADE - COMPLEXO MORRO DO URUBU,2,ADA,DT,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,
171,DONA FRANCISCA,AV MENEZES CORTES KM 2 - LINS - COMPLEXO DO LINS,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.479
172,JOAQUIM MEIER,RUA 24 DE MAIO - MÉIER,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.571
173,MORRO DA BACIA,AV MENEZES CORTES 100 - ENGENHO NOVO - COMPLEXO DO LINS,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,
174,MORRO DA CACHOEIRA GRANDE,AV MENEZES CORTES 143 - LINS - COMPLEXO DO LINS,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.51
175,MORRO DA MATRIZ,AV MAL RONDON 264 - ENGENHO NOVO - COMPLEXO MORRO SÃO JOÃO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.536
176,MORRO SAO JOAO,AV MARECHAL RONDON - ENGENHO NOVO COMPLEXO MORRO SÃO JOÃO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.535
177,MORRO DO AMOR,RUA CABUÇU - 195 - LINS - COMPLEXO DO LINS,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.526
178,MORRO DO CEU,RUA MARANHÃO 1017 - LINS - COMPLEXO MORRO OURO PRETO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.447
179,MORRO DO ENCONTRO,AV MENEZES CORTES 400 - ENGENHO NOVO - COMPLEXO DO LINS,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.552
180,MORRO NOSSA SENHORA DA GUIA,RUA MARIA LUIZA 70 - LINS - COMPLEXO DO LINS,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.495
181,MORRO DO QUETO,AV MARECHAL RONDON 2251 - SAMPAIO - COMPLEXO MORRO SÃO JOÃO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.422
182,PRETOS FORROS,RUA MARANHÃO - LINS - COMPLEXO BAIRRO OURO PRETO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.534
183,"RUA CAMARISTA MEIER, 914",RUA CAMARISTA MEIER 914 - ENGENHO DE DENTRO - COMPLEXO BAIRRO OURO PRETO,2,UPP SOCIAL,,UPP SOCIAL,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,
184,GROTAO DE COSTA BARROS,RUA JAVATÁ - COSTA BARROS - COMPLEXO CHICO MENDES MORRO DO CHAPADÃO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.531
185,SANTA TEREZINHA,RUA MARIA LUIZA - LINS - COMPLEXO DO LINS,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.499
186,SANTOS TITARA,RUA PAULO SILVA ARAUJO - TODOS OS SANTOS,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,
187,SERRA DO PADILHA,RUA MONTEIRO DA LUZ - AGUA SANTA,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.517
188,TRAVESSA BERNARDO,RUA JOAQUIM MARTINS - ENCANTADO - COMPLEXO MORRO DO PAU FERRO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.515
189,VILA CABUCU,AV MENEZES CORTES - ENGENHO NOVO - COMPLEXO DO LINS,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.516
190,"AVENIDA AUTOMOVEL CLUBE, 8340",AVN AUTOMOVEL CLUBE 8340 - COLÉGIO,2,CV,N,CV,UNARMED,CV,CV,CV,CV,CV,0.552
191,BARREIRA DO JUCA,RUA DIAMANTES - HONÓRIO GURGEL - COMPLEXO BARREIRA DO JUCA,2,CV,N,CV,ARMED,CV,CV,CV,CV,CV,0.567
192,FAZ QUEM QUER (RA-MADUREIRA),RUA PINHARÁ - ROCHA MIRANDA - COMPLEXO FAZ QEM QUER,2,CV,,CV,ARMED,ADA,ADA,ADA,ADA,ADA,0.52
194,MOISES SANTANA,ESTR DO OTAVIANO - TURIAÇU - COMPLEXO DO FAZ-QUEM-QUER,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.582
195,MORRO DO JURAMENTO,AV AUTOMOVEL CLUBE - VICENTE DE CARVALHO - COMPLEXO MORRO DO JURAMENTO,2,ADA,DT,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.531
196,MORRO DO SAPE,RUA MANUEL MACHADO - VAZ LOBO - COMPLEXO DO FAZ-QUEM-QUER,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.495
197,MORRO UNIAO,AV DOS ITALIANOS C/RUA DA JAQUEIRA - COELHO NETO,2,CV,,CV,ARMED,ADA,ADA,ADA,ADA,CV,0.532
198,RUA MIGUEL DIBO,RUA DOUTOR MIGUEL DIBO 6 - IRAJÁ,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.552
199,VILA OPERARIA DIAMANTES,RUA DAS TURMALINAS - HONORIO GURGEL - COMPLEXO BARREIRA DO JUCA,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.559
200,VILA SAO JORGE (RA-IRAJA),ESTR DO COLÉGIO - IRAJÁ,2,TCP,,TCP,ARMED,TCP,TCP,TCP,ADA,ADA,0.525
201,"RUA CONGO, 147",RUA CONGO 147 - BANGU - COMPLEXO ALTO KENNEDY,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.55
202,AVENIDA DO TENENTE,RUA CONDE DE REZENDE - BENTO RIBEIRO,2,MILICIA,,MILICIA,UNARMED,CV,CV,CV,CV,CV,0.558
203,BURITI-CONGONHAS,AV MINISTRO EDGARD ROMERO - MADUREIRA - COMPLEXO FAZ-QUEM-QUER,2,CV,DT,CV,ARMED,CV,CV,CV,CV,CV,0.537
204,MONTE CARMELO,RUA APRAMIRIM - BENTO RIBEIRO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.573
205,"RUA ARATICUM, 832",RUA ARATICUM 832 - ANIL - COMPLEXO ARATICUM,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,0.552
206,GROTA,AV EDGARD ROMARO - MADUREIRA - COMPLEXO GROTA,2,COMPLEXO DO ALEMAO OCCUPATION,,COMPLEXO DO ALEMAO OCCUPATION,DISARTICULATED CV,CV,CV,CV,CV,CV,0.55
207,JARDIM PIEDADE,TRAVESSA GUERRA 214 - PIEDADE - COMPLEXO JARDIM PIEDADE,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.548
208,"JOAQUIM MARTINS, 378-FUNDOS","JOAQUIM MARTINS, 378-FUNDOS - PIEDADE",2,CV,,CV,ARMED,CV,CV,CV,CV,CV,
209,MORRO DA IGUAIBA,RUA INHARÉ 14 - CASCADURA - COMPLEXO VILA CAMPINHO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.48
210,MORRO DO FUBA,RUA BLUMENAU 100 - CASCADURA - COMPLEXO VILA CAMPINHO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.544
211,MORRO DO SOSSEGO (RA-MADUREIRA),RUA LEOPOLDINO DE OLIVEIRA - MADUREIRA - COMPLEXO FAZ-QUEM-QUER,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.555
212,MORRO INACIO DIAS,RUA MEIRA 18 - PIEDADE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.434
213,"NABUCO DE ARAUJO, 228",RUA NABUCO DE ARAUJO 228 - BENTO RIBEIRO - COMPLEXO RUA EMBIRI,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.585
214,OLIVEIRA JUNQUEIRA,RUA OLIVEIRA JUNQUEIRA 180 - MARECHAL HERMES - COMPLEXO SOCIEDADE BENEFICENTE E SOCIAL FREI SAMPAIO,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.568
215,PADRE MANUEL DA NOBREGA,RUA AMALIA - QUINTINO,2,ADA,N,ADA,UNARMED,ADA,ADA,ADA,ADA,ADA,0.547
216,PARQUE ARARUNA,RUA GOIÁS - QUINTINO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.556
217,PARQUE SILVA VALE,RUA SILVA VALE 749 - TOMAS COELHO - COMPLEXO MORRO DO JURAMENTO,2,ADA,DT,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.539
218,PARQUE VILA NOVA,RUA CAROLINA MACHADO 1142 - OSWALDO CRUZ - COMPLEXO PQ VILA NOVA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.518
219,"RUA BALEARES, 172-RUA AMALIA 286",RUA AMALIA - CAVALCANTE - COMPLEXO RUA BALEARES,2,ADA,N,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,
220,RUA EMBIRI,ESTR INTENDENTGE MAGALHÃES 1026 - BENTO RIBEIRO - COMPLEXO RUA EMBIRI,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.561
221,"RUA ENGENHEIRO CLOVIS DAUDT, 304","RUA ENGENHEIRO CLOVIS DAUDT, 304 - PIEDADE",2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.557
222,SOCIEDADE BENEFICIENTE E SOCIAL FREI SAMPAIO,RUA FREI SAMPAIO 59 - MARECHAL HERMES - COMPLEXO SOC BENEF SOC FREI SAMPAIO,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.469
223,"RUA IGUACU, 360, CASA 23","RUA IGUACU, 360, CASA 23 ENGENHEIRO LEAL",2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,
224,CRISTO REI,RUA JUBAI 53 - MARECHAL HERMES - COMPLEXO RUA EMBIRI,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.514
225,RUA LEMOS DE BRITO,RUA CLARIMUNDO DE MELO - QUINTINO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,ADA,ADA,ADA,
226,RUA PEREIRA LEITAO,RUA PEREIRA LEITAO TURIAÇU - COMPLEXO VILA SANTA,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.378
227,RUA SACU,RUA SAÇU - QUINTINO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,ADA,ADA,ADA,0.501
228,SANATORIO,RUA IGUAÇU - ENGENHEIRO LEAL - COMPLEXO DA GROTA,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.522
229,MORRO SAO JOSE,AV MINISTRO EDGARD ROMERO - MADUREIRA - COMPLEXO DA GROTA,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,0.318
230,SERRINHA,RUA COMPOSITOR SILAS DE OLIVEIRA - MADUREIRA - COMPLEXO DA GROTA,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.529
231,VILA CAMPINHO,RUA ALBERTO SILVA - CASCADURA - COMPLEXO VILA CAMPINHO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.476
232,VILA DAS TORRES,ESTR DO PORTELA - MADUREIRA - COMPLEXO VILA SANTA,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.542
233,VILA DOS MINEIROS,RUA ALFREDO REIS - PIEDADE - COMPLEXO JARDIM PIEDADE,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,
234,VILA NOSSA SENHORA DA GLORIA,RUA NABUCO DE ARAUJO 547 - MARECHAL HERMES - COMPLEXO RUA EMBIRI,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.563
235,VILA PRIMAVERA,RUA PRIMAVERA - CAVALCANTI - COMPLEXO DO JURAMENTO,2,TCP,,TCP,ARMED,ADA,ADA,ADA,ADA,ADA,0.531
236,VILA SANTA,AV DOS ITALIANOS - TURIAÇU - COMPLEXO VILA SANTA,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.424
237,ARATICUM,RUA ARATICUM 505 - ANIL - COMPLEXO ARATICUM,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.571
238,BARAO,RUA BARONESA - PRAÇA SECA - COMPLEXO BARÃO,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,0.523
239,CAMINHO DO WALDEMAR,ESTRADA DA COVANCA - TANQUE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.532
240,CANAL DO ANIL,ESTR ENGENHO D'AGUA - ANIL - COMPLEXO DO ANIL,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.541
241,CANAL DO ARROIO PAVUNA,AV EMBAIXADOR  ABELARDO BUENO JACAREPAGUÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.468
242,CAXANGA,RUA CANDIDO BENÍCIO - TANQUE - COMPLEXO FAZENDA DO MATO ALTO,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.547
243,COMENDADOR PINTO,RUA CANDIDO BENÍCIO - CAMPINHO - COMPLEXO VILA CAMPINHO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.54
244,COMUNIDADE SANTA ROSA,RUA CANDIDO BENICIO 1129 - PÇA SECA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.532
245,COVANCA,ESTRADA DA COVANCA 1764 - TANQUE - COMPLXO MORRO BELA VISTA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.563
246,ESPIRITO SANTO,RUA CANDIDO BENICIO 1125 PÇA SECA - COMPLEXO VILA CAMPINHO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.539
247,ESTRADA DO CATONHO I,ESTR DO CATONHO - TAQUARA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.51
248,ESTRADA DO MERINGUAVA,ESTR DO MERINGUAVA - TAQUARA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.545
249,INACIO DO AMARAL,RUA QUINTANILHA 671 - FREGUESIA - COMPLEXO MORRO DO INACIO AMARAL,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.575
250,SHANGRILA,RUA COTEGIPE - TAQUARA - COMPLEXO SHANGRILÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.473
251,VILA NOVA (RA-BARRA DA TIJUCA),AV BENVINDO DE NOVAES 1500 - RECREIO DOS BANDEIRANTES,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.41
252,LOTEAMENTO SAO SEBASTIAO,PRAÇA ANHANGABAUBA - TAQUARA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.464
253,MORRO DO PIOLHO,ESTR CAFUNDÁ - TANQUE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.557
254,NOVA AURORA,ESTR TINDIBA - TAQUARA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,NEUTRAL,NEUTRAL,NEUTRAL,0.557
255,OUTEIRO,RUA ARROIO PAVUNA - JACAREPAGUÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.524
256,RIO DAS PEDRAS,ESTR DE JACAREPAGUÁ 2400 - JACAREPAGUÁ - COMPLEXO RIO DAS PEDRAS,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.506
257,"RUA LUIZ BELTRAO, 1127","RUA LUIZ BELTRAO, 1127 - VILA VALQUEIRE - COMPLEXO RUA LUIZ BELTRÃO",2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.58
258,RUA QUIRIRIM,RUA QUIRIRIM - PRAÇA SECA - COMPLEXO LUIZ BELTRÃO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.586
259,RUA SAO MARCIANO,RUA SAO MARCIANO - PRAÇA SECA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,0.555
260,TRAVESSA ANTONINA,TRAVESSA ANTONINA - PRAÇA SECA - COMPLEXO BARÃO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.475
261,VILA JOSE DE ANCHIETA,RUA CÂNDIDO BENICIO - PÇA SECA - COMPLEXO BARÃO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,
262,VILA SAPE,ESTR DOS BANDEIRANTES 2858 - JACAREPAGUÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,0.546
263,BAIRRO NOVA ALIANCA,AVN DO CATEQUISTA 66 - BANGU - COMPLEXO FAZENDA COQUEIRO,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.515
264,BATAM,ETR ENGENHO NOVO - REALENGO - COMPLEXO DO BATAM,1,UPP,,UPP,WITHOUT DRUG TRAFFICKING,NEUTRAL,NEUTRAL,MILICIA,ADA,ADA,0.556
265,BIRIGUI,RUA LIMITES - REALENGO,2,CV,N,CV,UNARMED,CV,CV,CV,CV,CV,0.417
266,BOQUEIRAO,ESTR DO GERICINÓ 865 GERICINÓ ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.302
267,CAMINHO DO LUCIO,RUA DO LUCIO 112 - BANGU - COMPLEXO FAZENDA COQUEIRO,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.526
268,COREIA (RA-BANGU),RUA EUGNIO PAIVA 421 - SENADOR CAMARÁ - COMPLEXO FAZENDA COQUEIRO,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.515
269,COSME E DAMIAO,ETR MANUEL NOGUEIRA DE AS - REALENGO - COMPLEXO VILA JOÃO LOPES,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.531
270,FAZENDA COQUEIRO,ESTR DOS COQUEIROS 715 - SENADOR CAMARÁ COMPLEXO FAZENDA COQUEIRO,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.536
271,FREDERICO FAULHABER,AV FREDERICO FAULHABER - REALENGO,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.505
272,JACARE,AV SANTA CRUZ 18720 - SANTÍSSIMO - COMPLEXO FAZENDA COQUEIRO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.543
273,NILO,RUA GENERAL RAPOSO - REALENGO - COMPLEXO NILO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.557
274,RUA JABAQUARA,RUA JABAQUARA - MAGALHÃES BASTOS,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,
275,RUA SANTO EXPEDITO,RUA SANTO EXPEDITO - MAGALHÃES BASTOS - COMPLEXO VILA BRASIL,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,
276,TIBAGI,RUA TIBAGI - BANGU - COMPLEXO TIBAGI,2,TCP,,TCP,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.505
277,VILA BRASIL,RUA ALMEIDA E SOUZA - MAGALHÃES BASTOS - COMPLEXO VILA BRASIL,2,MILICIA,,MILICIA,ARMED,TCP,TCP,TCP,TCP,TCP,0.553
278,VILA CATIRI,RUA MONTE ALTO 517 - BANGU - COMPLEXO VILA CATIRI,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.547
279,VILA DO VINTEM,RUA GENERAL GOMES DE CASTRO - PADRE MIGUEL - COMPLEXO VILA DO VINTEM,2,ADA,DT,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.548
280,VILA PROGRESSO,ESTR SARGENTO MIGUEL FILHO - BANGU - COMPLEXO ALTO KENNEDY,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.555
281,VILA SANTO ANTONIO (RA-REALENGO),RUA PEDRO GOMES - REALENGO - COMPLXO NILO,2,MILICIA,,MILICIA,ARMED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,0.51
282,JARDIM SAO BENTO,RUA PROF OLINTO - BANGU - COMPLEXO VILA PORTAD O CÉU,2,ADA,N,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.546
283,VILA SAO MIGUEL,ESTR SÃO PEDRO DE ALCANTARA - MAGALHÃES BASTOS - COMPLEXO VILA SÃO MIGUEL,2,ADA,N,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.489
284,VILA UNIAO DA PAZ,ESTR DA ÁGUA BRANCA 4495 - BANGU,2,ADA,N,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.534
285,ANES DIAS,RUA ANES DIAS - SANTÍSSIMO - COMPL FAZENDA COQUEIRO,2,TCP,,TCP,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.523
286,ESTRADA DA CAROBA,ESTR DA CAROBA - CAMPO GRANDE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,ADA,ADA,ADA,0.507
287,MORRO DA ESPERANCA,RUA TEIXEIRA CAMPOS - SANTÍSSIMO - COMPLEXO MORRO DA ESPERANÇA,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.54
288,RIO PIRAQUE,ESTR MATRIZ 355 - GUARATIBA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.44
289,"RUA TEIXEIRA CAMPOS, 96/102","RUA TEIXEIRA CAMPOS, 96/102  - SANTISSIMO - COMPLEXO MORRO DA ESPERANÇA",2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.541
290,"RUA TEIXEIRA CAMPOS, 642","RUA TEIXEIRA CAMPOS, 642 - SANTISSIMO - COMPLEXO MORRO DA ESPERANÇA",2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,
291,VILA COMARI,RUA OLINDA ELLIS - CAMPO GRANDE - COMPLEXO VILA MANGUEIRAL,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.455
292,VILA DO CEU,PRAÇA SOFIA MOREIRA - COSMOS - COMPLEXO VILA DO CEU,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.521
293,VILA JURARI,RUA CAMPO FORMOSO - GUARATIBA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.541
294,VILA SAO JORGE (RA-CAMPO GRANDE),SERRA DO CIPÓ - COSMOS - COMPLEXO VILA SÃO JORGE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.558
295,VILA UNIAO (RA-CAMPO GRANDE),AV CESÁRIO DE MELO 7570 - INHOAIBA - COMPLEXO VILA SÃO JORGE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.538
296,VILA NOSSA SENHORA DA PAZ,RUA BEBNEVENTE - PECHINCHA - COMPLEXO PAÇO DO LUMIAR,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.57
297,"AVENIDA JOAO XXIII, 300",AVN BRASIL KM 60 - SANTA CRUZ,2,MILICIA,,MILICIA,UNARMED,TCP,TCP,TCP,TCP,TCP,0.484
298,BECO DA GUARDA,RUA CARMELIA DUARTE 203 - SEPETIBA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.417
299,COREIA (RA-SANTA CRUZ),ESTR CAMPEIRO MOR 85 - SANTA CRUZ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.499
300,DIVINEIA,NA CESÁRIO DE MELO 11433 - PACIENCIA - COMPLEXO TRES PONTES,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,0.536
